team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,role,3p/100?,dob,label
Indiana St.,MVC,31,77.7,88.8,21.8,41.4,46.38,2.0,12.2,16.0,21.0,64,81,0.79,36,111,0.324,55,175,0.314,0.2,1.9,28.3,Sr,6-1,3,0.781913,92.9732,2.7,2010,6604,,,0.97222946,16.0,39.0,20.0,72.0,0.4103,0.2778,0.0,0.0,,103.58,101.219,2.85835,157.764,-0.471668,-0.145059,-0.32661,-1.57933,31.5806,-1.03571,-0.543619,0.5161,3.4194,3.9355,2.2581,0.9355,0.0645,9.7097,Combo G,11.1526,1987-10-15,0
Indiana St.,MVC,29,66.5,94.9,17.8,44.2,47.71,5.7,16.2,5.0,15.0,38,49,0.776,73,170,0.429,17,53,0.321,1.4,1.6,22.0,So,6-5,34,0.833538,94.179,3.3,2010,6605,"Chicago, IL",3.4,0.5,35.0,53.0,38.0,117.0,0.6604,0.3248,5.0,5.0,1.0,101.338,98.965,2.8347,148.842,-0.95616,-1.19298,0.236825,-1.12239,28.8966,-1.15125,0.0288627,1.3103,4.1724,5.4828,0.6207,0.7586,0.3793,8.1034,Wing F,3.94651,1989-11-15,0
SMU,CUSA,26,57.6,109.2,22.9,53.9,56.13,8.6,17.6,8.4,16.0,50,76,0.658,73,134,0.545,29,82,0.354,2.5,1.3,35.2,Sr,6-9,1,2.66308,115.594,3.5,2010,6613,,,0.58973332,40.0,53.0,33.0,81.0,0.7547,0.4074,20.0,23.0,0.8696,102.949,100.672,2.41163,115.937,1.9494,2.43789,-0.488488,3.31096,25.6923,3.67203,-0.361076,1.6538,3.6538,5.3077,0.8846,0.5385,0.5,10.8846,Stretch 4,7.73218,1987-10-15,0
Wake Forest,ACC,7,1.0,31.9,6.0,0.0,0.0,8.2,7.7,0.0,0.0,0,0,0.0,0,2,0.0,0,0,0.0,0.0,0.0,0.0,So,6-5,41,-0.406064,22.7113,0.0,2010,6630,,,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,,105.278,104.819,0.147601,1.58356,-7.01695,-4.48463,-2.53231,-7.54504,1.8571,-3.95178,-3.59326,0.1429,0.1429,0.2857,0.0,0.0,0.0,0.0,PF/C,0.0,1990-03-07,0
Hampton,MEAC,27,34.8,72.3,10.7,39.6,40.43,7.6,10.4,0.0,29.5,12,29,0.414,21,53,0.396,0,0,0.0,4.8,1.2,54.7,So,6-10,50,-1.48322,59.7882,6.3,2010,6655,,29.0,0.0,15.0,37.0,6.0,16.0,0.4054,0.375,8.0,10.0,0.8,96.4624,100.999,1.52835,76.6224,-6.29667,-6.54339,0.246725,-6.72793,16.4815,-7.21028,0.482345,1.0741,1.5556,2.6296,0.0,0.3333,0.7407,2.0,C,0.0,1988-05-17,0
Miami FL,ACC,31,31.2,97.1,15.1,56.9,57.52,8.8,13.4,6.0,28.6,21,37,0.568,28,47,0.596,6,18,0.333,6.4,1.5,56.9,Sr,6-9,20,0.358432,93.7482,5.8,2010,6667,"Meridian, MS",86.4,0.4483164,19.0,25.0,9.0,22.0,0.76,0.4091,7.0,11.0,0.6364,97.1157,95.1133,1.45642,75.0347,3.6303,0.447291,3.183,0.789018,12.871,-1.59324,2.38226,0.9355,1.5161,2.4516,0.4194,0.3226,0.7419,3.0645,PF/C,2.67112,1987-10-15,0
William & Mary,CAA,32,60.5,94.0,16.7,39.2,44.44,1.9,9.0,28.7,25.1,41,65,0.631,24,68,0.353,18,62,0.29,0.1,1.8,50.0,Sr,6-1,24,0.51701,91.8757,3.3,2010,6668,,62.6,2.15679515,19.0,46.0,5.0,22.0,0.413,0.2273,0.0,0.0,,106.464,105.503,1.86705,115.135,-2.94083,-1.34547,-1.59536,-3.11547,24.5938,-2.56769,-0.547783,0.375,1.9688,2.3438,3.4375,0.6875,0.0312,4.4688,Pure PG,5.10773,1986-10-15,0
Charlotte,A10,20,11.8,96.4,18.4,52.4,52.4,8.8,18.2,8.2,25.4,3,6,0.5,4,9,0.444,12,33,0.364,3.5,0.8,14.3,So,6-6,00,0.288305,97.0976,3.8,2010,6689,,41.4,0.5,2.0,3.0,2.0,6.0,0.6667,0.3333,0.0,0.0,,100.623,98.4131,0.742888,28.6275,0.755012,0.304994,0.450019,1.30638,7.35,1.97994,-0.673564,0.6,1.3,1.9,0.3,0.1,0.25,2.35,PF/C,12.7985,1989-09-09,0
Louisiana,SB,13,17.6,103.9,17.5,52.4,54.53,4.3,6.7,21.2,22.6,10,16,0.625,14,25,0.56,5,16,0.313,0.0,3.1,39.0,Sr,6-0,55,0.735439,99.7089,4.5,2010,6691,"Midland, TX",44.4,1.69229996,8.0,9.0,6.0,16.0,0.8889,0.375,0.0,0.0,,103.211,103.265,1.28608,31.9532,-1.80016,-0.059665,-1.74049,-0.676626,15.1538,-0.830303,0.153677,0.5385,0.8462,1.3846,1.6923,0.7692,0.0,4.0769,Scoring PG,4.86455,1987-10-15,0
Delaware St.,MEAC,26,34.7,94.1,16.1,39.6,41.08,7.2,12.1,5.9,10.5,6,8,0.75,32,91,0.352,4,5,0.8,2.8,1.3,8.3,Sr,6-7,42,0.0179725,86.0964,5.8,2010,6695,,,1.0,3.0,8.0,29.0,83.0,0.375,0.3494,0.0,0.0,,101.942,107.283,0.983488,53.6545,-5.9941,-4.36237,-1.63173,-6.78032,14.0,-5.17856,-1.60176,0.8077,1.1154,1.9231,0.3462,0.2692,0.3077,3.1538,PF/C,0.935978,1987-10-15,1
Delaware St.,MEAC,26,34.7,94.1,16.1,39.6,41.08,7.2,12.1,5.9,10.5,6,8,0.75,32,91,0.352,4,5,0.8,2.8,1.3,8.3,Sr,6-7,42,0.0179725,86.0964,5.8,2010,6695,,,1.0,3.0,8.0,29.0,83.0,0.375,0.3494,0.0,0.0,,101.942,107.283,0.983488,53.6545,-5.9941,-4.36237,-1.63173,-6.78032,14.0,-5.17856,-1.60176,0.8077,1.1154,1.9231,0.3462,0.2692,0.3077,3.1538,PF/C,0.935978,1987-10-15,1
Butler,Horz,37,81.2,113.3,24.4,52.7,60.13,7.6,23.4,12.1,17.5,179,216,0.829,126,213,0.592,47,160,0.294,2.8,2.0,57.9,So,6-9,20,4.3908,123.638,2.5,2010,6696,,,0.72942144,89.0,128.0,34.0,77.0,0.6953,0.4416,19.0,20.0,0.95,88.9765,85.0095,4.9465,258.749,8.5747,3.91709,4.65761,8.92134,33.4865,5.55127,3.37007,1.9459,6.2973,8.2432,1.6757,1.0811,0.8108,15.4595,Stretch 4,8.05743,1989-10-15,1
Butler,Horz,32,11.7,67.8,12.0,21.0,22.68,8.1,14.6,5.4,11.6,3,9,0.333,5,22,0.227,1,9,0.111,0.6,0.7,29.0,So,6-7,32,-0.490372,60.3607,6.0,2010,6697,"Ellettsville, IN",,1.24960005,3.0,9.0,2.0,13.0,0.3333,0.1538,0.0,0.0,,95.81,92.6002,0.679088,28.311,-3.11135,-4.30091,1.18956,-4.69931,5.5938,-5.48532,0.786018,0.3438,0.6562,1.0,0.1562,0.0625,0.0312,0.5,Stretch 4,3.1455,1989-03-28,0
Butler,Horz,38,76.9,109.0,24.9,53.9,56.45,2.2,13.0,25.1,16.9,80,109,0.734,120,239,0.502,72,184,0.391,0.5,2.8,25.8,So,6-3,1,3.57458,119.205,2.4,2010,6698,"Lexington, KY",41.4,1.45572168,67.0,107.0,49.0,123.0,0.6262,0.3984,0.0,0.0,,92.5344,88.3461,4.20395,214.017,7.41886,4.29828,3.12058,7.85884,30.8684,4.62502,3.23382,0.5263,3.2105,3.7368,3.0263,1.3684,0.1316,14.1053,Scoring PG,9.78418,1990-04-22,1
Belmont,ASun,20,7.0,72.8,25.1,40.0,43.89,8.1,0.0,9.3,36.2,4,4,1.0,6,9,0.667,4,21,0.19,0.0,3.3,13.3,So,6-0,4,-0.144314,76.0426,4.1,2010,6714,,11.4,0.28571429,2.0,3.0,4.0,6.0,0.6667,0.6667,0.0,0.0,,101.267,103.893,0.355253,13.573,-6.13212,-4.91537,-1.21675,-6.88304,4.35,-4.94005,-1.94299,0.3,0.0,0.3,0.2,0.25,0.0,1.4,Combo G,13.56,1988-08-01,0
Pepperdine,WCC,29,77.6,96.6,34.0,46.7,52.0,4.2,14.9,27.4,21.8,134,180,0.744,139,317,0.438,40,109,0.367,1.0,2.6,42.3,So,6-3,3,2.89022,112.551,1.8,2010,6719,,,0.77194095,91.0,155.0,48.0,162.0,0.5871,0.2963,17.0,18.0,0.9444,108.489,106.085,2.33108,166.945,1.07152,1.60849,-0.536968,3.141,31.4483,3.89578,-0.754782,1.2414,3.931,5.1724,3.0345,1.3448,0.2759,18.3448,Combo G,7.08003,1990-01-04,0
Pepperdine,WCC,6,2.2,38.4,2.7,0.0,0.0,0.0,27.5,7.0,83.2,0,0,0.0,0,0,0.0,0,0,0.0,9.0,0.0,0.0,0,So,,-0.888289,25.4172,9.2,2010,6720,,,1.0,,,,,,,,,,104.219,101.246,0.390004,5.60664,-3.00742,-7.65651,4.64908,-4.55953,4.3333,-9.13886,4.57934,0.0,1.0,1.0,0.1667,0.0,0.3333,0.0,C,0.0,1989-10-15,0
San Francisco,WCC,28,70.8,122.6,14.1,64.3,66.27,4.5,11.2,12.0,17.6,41,55,0.745,29,58,0.5,51,106,0.481,0.4,1.5,33.5,So,6-7,32,2.6365,112.541,3.1,2010,6721,,,1.32347852,23.0,31.0,6.0,25.0,0.7419,0.24,2.0,2.0,1.0,108.741,105.201,2.21414,129.601,4.97309,4.27937,0.693727,3.94831,28.9643,3.30893,0.639382,1.0714,2.6786,3.75,1.6071,0.7143,0.1071,9.0,Wing G,7.75765,1989-07-28,0
Pepperdine,WCC,29,58.6,98.8,16.2,40.4,45.98,11.5,16.3,2.8,13.8,54,85,0.635,61,151,0.404,0,0,0.0,1.2,0.7,56.3,So,6-8,,0.612621,93.2498,3.5,2010,6722,,,0.3460852,44.0,85.0,17.0,66.0,0.5176,0.2576,5.0,6.0,0.8333,111.696,109.221,1.50586,109.26,-4.86672,-2.30123,-2.56549,-4.44241,23.7586,-1.89441,-2.548,2.5862,3.2414,5.8276,0.3103,0.2759,0.2414,6.069,C,0.0,1989-10-15,0
Pepperdine,WCC,29,39.8,104.5,12.2,43.6,48.15,12.0,12.7,4.5,16.6,19,26,0.731,34,78,0.436,0,0,0.0,3.2,0.9,33.3,So,6-10,44,0.378389,92.5673,4.7,2010,6723,,,0.62497734,19.0,30.0,15.0,47.0,0.6333,0.3191,2.0,2.0,1.0,111.407,108.939,1.03847,75.2462,-1.81821,-1.52648,-0.29173,-2.67914,16.1379,-1.72622,-0.95292,1.8276,1.7241,3.5517,0.3448,0.2414,0.4483,3.0,C,0.0,1989-10-15,0
San Francisco,WCC,28,72.8,96.6,23.4,45.7,52.95,1.7,13.9,13.8,20.6,113,154,0.734,87,181,0.481,17,65,0.262,0.4,1.4,62.6,So,6-3,1,1.52879,100.844,3.3,2010,6725,,,0.73527955,53.0,93.0,29.0,82.0,0.5699,0.3537,2.0,2.0,1.0,108.044,104.527,2.34514,137.695,-0.852443,-0.529026,-0.323417,-1.64801,29.7857,-1.04363,-0.604385,0.4286,3.4286,3.8571,1.7857,0.6786,0.1071,12.0714,Wing G,4.62636,1990-05-31,0
Bucknell,Pat,5,0.6,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,31.6,0.0,0.0,So,6-9,1,-0.435212,-3.86389,5.7,2010,6732,"Houston, TX",,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,96.135,95.7215,0.155463,1.54713,5.4776,-9.80503,15.2826,-2.48392,1.4,-9.05519,6.57127,0.0,0.0,0.0,0.0,0.0,0.4,0.0,C,0.0,1988-11-09,0
Penn St.,B10,29,24.6,105.0,17.5,57.9,59.29,11.4,11.6,3.5,21.4,23,38,0.605,33,57,0.579,0,0,0.0,1.6,1.5,66.7,Jr,6-10,54,0.695328,104.795,5.4,2010,6755,"Philadelphia, PA",59.0,0.27775092,32.0,48.0,1.0,9.0,0.6667,0.1111,4.0,4.0,1.0,103.988,100.251,1.00156,49.6884,-0.579448,-0.352676,-0.226772,-1.12869,10.5517,-1.50404,0.375354,0.9655,1.0,1.9655,0.1724,0.2414,0.1379,3.069,C,0.0,1988-10-15,0
Monmouth,NEC,28,61.5,95.8,22.9,44.2,50.27,3.6,7.4,8.9,16.9,83,108,0.769,49,121,0.405,44,139,0.317,0.8,3.1,41.5,So,5-10,10,0.955755,95.8305,2.9,2010,6759,"Fairfax, VA",,0.57999663,30.0,63.0,19.0,58.0,0.4762,0.3276,0.0,0.0,,100.436,106.379,2.01818,132.964,-2.23818,-0.660882,-1.57729,-0.682199,27.25,-0.125069,-0.557131,0.8929,1.6786,2.5714,1.0357,1.3929,0.1786,11.1786,Combo G,10.7743,1989-10-15,0
Morgan St.,MEAC,36,67.6,102.8,17.9,42.9,48.39,5.0,9.5,11.6,16.8,85,116,0.733,94,207,0.454,20,82,0.244,0.6,2.4,40.1,Sr,6-4,23,1.0781,96.9065,2.9,2010,6760,,,1.14813336,72.0,134.0,22.0,72.0,0.5373,0.3056,1.0,1.0,1.0,100.454,104.054,2.28166,178.567,0.819181,0.722738,0.096443,-0.0333421,28.1667,-0.462201,0.428859,1.3333,2.5,3.8333,1.7222,1.1944,0.1667,9.25,Wing G,4.55727,1987-10-15,0
Mount St. Mary's,NEC,10,0.9,134.9,16.2,62.5,62.5,10.3,0.0,0.0,0.0,0,0,0.0,1,2,0.5,1,2,0.5,0.0,0.0,0.0,So,6-3,23,0.140904,122.638,3.6,2010,6762,,,0.0,0.0,0.0,1.0,2.0,,0.5,0.0,0.0,,105.566,110.322,0.0664184,1.03463,-3.05847,3.23761,-6.29608,-1.6039,1.1,1.96616,-3.57007,0.1,0.0,0.1,0.0,0.0,0.0,0.5,Wing G,10.5427,1989-10-15,0
Northern Iowa,MVC,35,73.6,89.9,27.4,42.0,48.86,1.9,11.7,22.4,24.6,113,153,0.739,93,238,0.391,24,69,0.348,0.6,1.8,49.8,Jr,6-2,11,1.39268,99.3477,2.6,2010,6771,"Saint Paul, MN",,0.93269164,34.0,55.0,59.0,183.0,0.6182,0.3224,0.0,0.0,,95.0414,91.51,3.70154,162.341,0.473736,-1.65546,2.1292,-0.108343,29.4571,-1.30101,1.19267,0.4286,2.6857,3.1143,2.7714,0.7714,0.1429,10.6,Combo G,4.48062,1988-07-11,0
Florida,SEC,34,81.4,104.3,23.2,43.0,49.47,1.7,9.8,27.7,19.5,112,138,0.812,57,173,0.329,67,193,0.347,0.1,2.4,37.7,So,5-8,11,3.04331,112.665,2.4,2010,6773,"Middle Village, NY",85.8,1.95296001,26.0,64.0,31.0,109.0,0.4063,0.2844,0.0,0.0,,100.697,96.3613,3.54254,187.447,3.49397,3.59008,-0.096101,3.49157,32.9118,2.66128,0.830292,0.5,2.8235,3.3235,4.8824,1.3235,0.0294,12.5588,Scoring PG,10.2835,1990-01-17,0
Cincinnati,BE,35,62.8,107.5,21.2,52.2,53.42,11.0,15.2,7.4,15.2,53,90,0.589,155,295,0.525,0,2,0.0,3.7,1.4,30.3,So,6-9,34,2.44025,113.711,3.8,2010,6776,"Cincinnati, OH",95.8,0.62498178,110.0,153.0,44.0,141.0,0.719,0.3121,37.0,39.0,0.9487,98.3457,92.7288,3.05113,165.622,4.24073,1.38224,2.85849,4.50552,25.4857,2.60881,1.89671,2.5143,3.4286,5.9429,0.8571,0.5714,0.8571,10.3714,C,0.13437,1989-10-15,0
TCU,MWC,30,79.6,118.8,13.9,60.7,62.66,2.1,8.9,5.1,11.4,43,58,0.741,52,87,0.598,54,132,0.409,0.1,1.0,26.5,Sr,6-6,13,2.84877,111.511,1.9,2010,6777,,,0.92007684,39.0,50.0,13.0,37.0,0.78,0.3514,1.0,1.0,1.0,111.953,108.733,2.09775,130.155,1.85615,3.04893,-1.19278,1.81903,32.2333,2.67097,-0.851938,0.5333,2.2667,2.8,0.7667,0.5,0.0333,10.3,Wing G,8.35656,1987-10-15,0
Rutgers,BE,31,83.9,94.3,27.1,45.1,48.51,4.5,8.3,10.2,17.8,85,115,0.739,101,242,0.417,74,228,0.325,0.3,1.6,24.5,So,6-3,3,2.3651,106.043,2.4,2010,6780,"Jersey City, NJ",93.8,0.53489293,52.0,119.0,49.0,123.0,0.437,0.3984,2.0,3.0,0.6667,109.119,104.624,2.6885,151.516,-1.7763,1.07702,-2.85332,-1.22744,33.6774,1.10261,-2.33006,1.3548,2.6774,4.0323,1.4839,0.9355,0.0968,16.4194,Wing G,12.7465,1990-11-02,0
Cincinnati,BE,33,36.8,97.1,19.5,39.6,45.05,6.0,8.5,13.2,17.7,39,52,0.75,40,89,0.449,14,65,0.215,0.4,1.8,33.8,So,6-3,3,0.8008,100.533,3.1,2010,6781,"Chicago, IL",43.2,1.19997794,26.0,47.0,14.0,43.0,0.5532,0.3256,2.0,3.0,0.6667,102.001,96.2529,1.70158,82.4953,1.05441,0.442882,0.61153,0.94224,15.8182,-0.450968,1.39321,0.8485,1.1818,2.0303,1.0909,0.4848,0.0606,4.8788,Wing G,7.4524,1989-12-24,0
Cincinnati,BE,35,38.5,99.6,12.6,52.7,52.04,8.7,15.3,4.1,20.8,18,39,0.462,48,91,0.527,0,0,0.0,1.4,0.8,42.9,Sr,6-8,42,0.365174,92.5527,4.2,2010,6782,,,0.50007293,36.0,56.0,12.0,35.0,0.6429,0.3429,9.0,11.0,0.8182,100.718,94.9658,1.75143,91.7504,0.455598,-1.15909,1.61469,-0.0675521,15.6286,-1.48387,1.41632,1.2286,2.1143,3.3429,0.3429,0.2,0.2,3.2571,C,0.0,1987-10-15,0
Youngstown St.,Horz,9,8.1,82.7,11.0,44.1,44.12,1.3,13.0,6.5,23.7,0,0,0.0,0,2,0.0,5,15,0.333,0.0,0.7,0.0,Jr,6-6,32,-0.430192,73.4616,3.5,2010,6786,,19.8,0.74999997,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,,109.564,108.158,0.686434,12.951,-5.81768,-3.35904,-2.45865,-3.81648,10.1111,-2.41539,-1.40109,0.1111,1.0,1.1111,0.3333,0.1111,0.0,1.6667,Wing G,9.72363,1988-10-15,0
Austin Peay,OVC,30,47.8,100.3,18.9,53.8,58.53,3.2,6.7,23.3,28.6,48,66,0.727,43,81,0.531,14,38,0.368,0.2,2.4,55.5,So,6-0,5,0.805451,97.8536,2.7,2010,6790,"Clarksville, TN",53.0,1.24072224,34.0,57.0,8.0,23.0,0.5965,0.3478,0.0,0.0,,108.927,108.395,1.2833,91.734,-1.77282,0.177435,-1.95026,-1.20265,19.5333,-0.232172,-0.970476,0.5333,1.1333,1.6667,2.2333,0.8,0.0333,5.8667,Scoring PG,3.79943,1989-10-02,0
UT Arlington,Slnd,5,3.9,73.8,14.0,41.7,53.73,0.0,7.8,0.0,38.2,4,5,0.8,1,2,0.5,1,4,0.25,0.0,4.0,83.3,So,6-4,12,-0.639054,62.1407,5.9,2010,6796,"Flower Mound, TX",2.2,0.0,0.0,0.0,1.0,2.0,,0.5,0.0,0.0,,97.7118,105.667,0.597687,8.66954,-7.21833,-6.35026,-0.868076,-7.54866,8.2,-8.29385,0.74519,0.0,0.6,0.6,0.0,0.6,0.0,1.8,Combo G,5.30676,1989-10-15,0
UT Arlington,Slnd,24,43.8,87.7,14.2,44.0,47.19,6.9,8.7,6.3,24.1,25,44,0.568,37,82,0.451,0,2,0.0,2.0,1.4,52.4,Sr,6-3,10,-0.511907,77.9333,7.2,2010,6797,,,0.51725565,35.0,55.0,2.0,27.0,0.6364,0.0741,4.0,4.0,1.0,101.756,103.476,1.59343,82.0236,-4.06564,-3.87607,-0.189566,-5.68998,19.3333,-5.45129,-0.238694,1.25,1.5833,2.8333,0.625,0.5,0.375,4.125,PF/C,0.23626,1987-10-15,0
Arkansas St.,SB,21,35.4,96.2,27.9,50.5,51.83,2.8,10.4,15.6,19.5,25,41,0.61,34,72,0.472,40,114,0.351,0.2,3.0,22.0,So,5-10,3,1.1636,102.935,4.3,2010,6799,,,0.71052776,26.0,50.0,8.0,22.0,0.52,0.3636,0.0,0.0,,98.5932,99.6047,1.90089,78.2021,-0.0834347,1.22758,-1.31102,2.52474,19.7143,1.90337,0.621368,0.4762,1.9048,2.381,1.2857,1.0,0.0476,10.1429,Combo G,16.2796,1989-10-15,0
Centenary,Sum,27,81.6,93.8,20.0,46.9,51.54,3.0,9.6,14.7,20.7,65,84,0.774,60,146,0.411,40,110,0.364,0.5,2.5,32.8,Fr,6-3,22,0.72206,92.1018,2.7,2010,6800,,,0.89396167,38.0,66.0,23.0,80.0,0.5758,0.2875,2.0,2.0,1.0,112.636,114.005,1.55284,148.954,-3.25645,-1.04317,-2.21328,-2.60775,33.0741,-0.633308,-1.97444,0.8889,2.4815,3.3704,2.1852,1.4815,0.1481,11.2963,Combo G,6.9128,1988-12-22,0
North Carolina,ACC,23,43.0,112.0,21.5,57.8,60.66,10.8,24.2,6.8,18.3,87,132,0.659,111,192,0.578,0,0,0.0,9.5,0.9,68.8,So,6-10,32,3.0751,117.694,2.6,2010,6808,"Richmond, VA",98.2,0.47825,42.0,50.0,61.0,132.0,0.84,0.4621,26.0,27.0,0.963,92.5656,88.0206,3.81875,160.882,7.48356,1.85214,5.63143,6.75973,27.8696,3.47312,3.28661,2.8696,6.6957,9.5652,0.9565,0.4348,2.7826,13.4348,C,0.0,1989-10-15,1
Coppin St.,MEAC,27,59.6,92.5,21.9,40.9,45.84,11.4,17.8,3.4,15.9,54,79,0.684,79,194,0.407,1,3,0.333,3.4,0.8,40.1,Jr,6-10,33,0.52748,92.0956,3.9,2010,6811,,,0.24321366,45.0,83.0,34.0,111.0,0.5422,0.3063,14.0,17.0,0.8235,101.919,106.911,1.72262,119.585,-6.22963,-4.17936,-2.05027,-4.61382,24.0741,-2.24624,-2.36758,2.4444,3.6667,6.1111,0.3333,0.3333,0.6667,7.963,PF/C,0.281848,1987-10-15,0
Ohio,MAC,10,16.9,113.6,22.8,48.1,57.16,2.7,15.6,21.1,15.4,39,46,0.848,19,47,0.404,12,30,0.4,1.3,3.5,59.7,So,6-4,2,2.64441,116.452,5.6,2010,6815,"Melbourne, FL",8.8,1.66666667,16.0,33.0,3.0,14.0,0.4848,0.2143,1.0,1.0,1.0,93.8118,92.5806,3.0242,56.0252,5.30145,3.41731,1.88414,5.59488,24.8,2.14526,3.44962,0.6,3.6,4.2,2.5,1.5,0.3,11.3,Combo G,6.99763,1989-10-15,0
Siena,MAAC,33,29.1,95.2,13.2,38.0,41.15,5.2,9.8,4.6,10.8,15,23,0.652,17,51,0.333,13,45,0.289,3.7,1.6,24.0,So,6-6,31,0.0654514,87.2986,3.8,2010,6816,"Wilkes Barre, PA",,1.09999997,7.0,24.0,10.0,27.0,0.2917,0.3704,0.0,4.0,0.0,95.5936,96.5187,1.29608,71.3201,1.26834,-0.586338,1.85468,-0.297506,12.0606,-1.74222,1.44472,0.5758,1.0606,1.6364,0.3333,0.3333,0.4545,2.6667,Wing F,6.39449,1990-01-24,0
Siena,MAAC,24,26.3,100.5,17.1,46.9,49.34,3.4,5.3,7.6,15.7,13,16,0.813,31,58,0.534,15,56,0.268,0.3,2.4,14.0,So,6-2,3,0.647614,98.2946,3.3,2010,6817,"Fairport, NY",,0.88239447,18.0,30.0,13.0,28.0,0.6,0.4643,0.0,0.0,,97.6482,98.2741,1.51701,58.5784,0.64534,0.772866,-0.127526,-0.131909,15.0,-1.15258,1.02067,0.4583,0.7083,1.1667,0.625,0.625,0.0417,5.0,Combo G,8.80478,1989-08-19,0
Fairfield,MAAC,34,52.2,91.6,17.8,44.9,49.12,7.0,15.7,7.2,24.9,41,56,0.732,65,144,0.451,10,34,0.294,7.0,1.6,31.5,So,6-11,34,0.224762,88.8266,4.2,2010,6819,"Storrs Mansfield, CT",,0.5,52.0,89.0,13.0,55.0,0.5843,0.2364,10.0,11.0,0.9091,97.0146,98.9367,2.08462,142.244,0.747996,-2.39136,3.13935,-0.913436,21.1765,-2.39643,1.48299,1.3235,2.8824,4.2059,0.7941,0.5588,1.4118,5.9118,PF/C,2.78555,1990-04-28,0
Bethune Cookman,MEAC,18,6.5,80.0,7.5,75.0,47.78,4.6,11.6,2.6,22.2,1,7,0.143,3,4,0.75,0,0,0.0,3.2,0.8,175.0,Sr,6-8,12,-0.338362,63.0641,7.2,2010,6820,,,0.50045002,1.0,1.0,2.0,3.0,1.0,0.6667,0.0,0.0,,101.814,105.56,0.330963,11.6972,-5.76108,-4.78044,-0.980644,-6.2005,4.3333,-6.43418,0.233678,0.1667,0.3889,0.5556,0.0556,0.0556,0.1111,0.3889,C,0.0,1987-10-15,0
Bethune Cookman,MEAC,28,30.5,70.1,13.0,33.9,36.47,3.9,9.8,3.4,24.5,11,23,0.478,20,59,0.339,0,0,0.0,1.7,0.2,39.0,Sr,6-9,33,-1.1402,60.61,7.7,2010,6821,,,0.33333335,12.0,24.0,8.0,35.0,0.5,0.2286,0.0,0.0,,104.589,110.446,0.784435,48.042,-9.90085,-7.05716,-2.84369,-12.1019,13.1429,-10.2832,-1.81863,0.4286,1.0,1.4286,0.2143,0.0357,0.1786,1.8214,C,0.0,1987-10-15,0
UC Davis,BW,28,75.9,95.9,26.6,44.4,50.73,7.8,19.2,12.0,17.6,126,177,0.712,130,283,0.459,8,37,0.216,1.5,2.7,55.3,Jr,6-8,22,1.91785,102.711,3.6,2010,6835,,44.8,0.62162776,84.0,123.0,46.0,160.0,0.6829,0.2875,7.0,7.0,1.0,100.673,103.524,2.73184,184.704,-1.4978,-1.22944,-0.268356,-1.42226,32.6786,-0.679758,-0.742499,2.0714,4.9643,7.0357,1.6429,1.5,0.4286,14.6429,Wing F,2.33684,1987-08-03,0
Niagara,MAAC,1,0.1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,So,6-6,34,-0.297458,-1.45e-14,0.0,2010,6847,,,0.0,,,,,,,,,,111.542,115.196,0.0434682,0.0827167,-23.948,-22.4282,-1.51985,-57.1063,1.0,-45.2632,-11.8431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PF/C,0.0,1989-09-26,0
St. John's,BE,2,0.3,132.3,27.8,66.7,66.67,0.0,29.5,0.0,0.0,0,0,0.0,2,2,1.0,0,1,0.0,0.0,0.0,0.0,Jr,6-2,42,0.398264,143.11,10.0,2010,6851,,,0.0,0.0,0.0,2.0,2.0,,1.0,0.0,0.0,,97.0407,101.664,0.180847,0.769344,-3.63955,4.69944,-8.33899,8.419,2.0,3.41713,5.00188,0.0,0.5,0.5,0.0,0.0,0.0,2.0,PF/C,15.1239,1989-10-15,0
California,P10,30,45.6,101.9,17.4,48.1,50.96,3.7,12.5,21.0,23.2,38,63,0.603,39,92,0.424,16,39,0.41,0.3,2.6,48.1,So,6-3,2,1.34199,103.823,4.5,2010,6870,"Henderson, NV",58.2,1.84086734,27.0,44.0,10.0,42.0,0.6136,0.2381,3.0,3.0,1.0,99.354,94.7242,2.4466,120.442,4.89368,2.79525,2.09843,3.40616,21.3667,0.631077,2.77509,0.6333,2.3333,2.9667,2.7,0.9333,0.0667,5.4667,Combo G,3.57133,1988-12-27,1
